Longitude,Latitude,Town,Location,StartDate,StartTime,EndDate,EndTime,Crime,CrimeType
80.61142,7.321026,Senarathgama,,2021-07-13,15:00,2021-07-23,15:00,"Breaking into a house and stealing property worth 6,000",Burglary
80.600787,7.303278,Yatihalagala,Ulladupitiya ,2021-07-24,19:30,,,"Keeping heroin 2,100 mg and ice 28,015 mg",Drug
80.564739,7.335182,Aladeniya,Fuel Station,2021-07-25,14:00,,,"Keeping heroin 2,400 mg",Drug
80.602024,7.324071,Kulugammana,Malgammana,2021-07-23,15:30,,,Keeping heroin 6 g 400 mg,Drug
80.628027,7.320642,Wattaranthenna,,2021-07-28,20:00,2021-07-29,7:00,"Breaking into a house and stealing property worth 98,000",Burglary
80.622308,7.341378,Kalugalawaththa,,2021-07-29,19:45,,,"Keeping heroin 2,210 mg",Drug
80.636703,7.322436,Mawilmada,Nagaha ella,2021-07-30,20:00,2021-07-29,7:00,"Breaking into a house and stealing property worth 44,500",Burglary
80.624283,7.323781,Katugastota,,2021-07-31,14:25,,,"Keeping heroin 3,250 mg",Drug
80.628854,7.328358,Kahalla,,2021-07-31,22:45,,,"Keeping heroin 4,910 mg",Drug
80.602024,7.324071,Kulugammana,,2021-07-30,21:45,,,Attempted murder by stabbing multiple times with a spike,AttemptedMurder
80.58613,7.267,Polgasdeniya,,2021-08-01,22:00,2021-08-02,8:00,"Breaking into a house and stealing property worth 41,000",Burglary
80.632454,7.329192,Nawayalathenna,Ground,2021-08-02,13:45,,,"Keeping heroin 2,150 mg",Drug
80.578864,7.319055,Werallagama,Wigunumpola,2021-08-02,18:30,,,"Breaking into a house and stealing property worth 33,000",Burglary
80.625742,7.325952,Katugastota,Madawala Road,2021-08-04,18:00,2021-08-05,8:00,"Breaking into a shop and stealing property worth 46,000",Burglary
80.61142,7.321026,Senarathgama,,2021-08-07,15:20,,,Breaking into a house,Burglary
80.60994,7.334379,Ranawana,,2020-03-04,10:00,,,Assaulti to the head with a hammer and causing critical wounds,Assault
80.619722,7.314906,Ugurassapitiya,,2021-08-09,12:00,,,"Keeping heroin 2,150 mg",Drug
80.619722,7.314906,Gohagoda,Thekkawaththa,2021-08-13,15:00,,,"Stealing 52,750 from a parked three-wheeler",Theft
80.615696,7.353901,Ambatenna,,2021-08-14,20:00,2021-08-15,7:15,"Breaking into a house and stealing property worth 40,000",Burglary
80.62368,7.321494,Katugastota,Polwaththa,2021-08-16,20:00,2021-08-17,6:30,"Breaking into a house and stealing property worth 49,000",Burglary
80.622308,7.341378,Megodagama,,2020-10-18,18:30,,,Critical wounding with a club,Assault
80.622308,7.341378,Megodagama,,2021-08-30,20:55,,,"Keeping heroin 5,600 mg",Drug
80.615696,7.353901,Ambatenna,Kudugala,2020-05-01,,2021-08-30,,"Breaking into a house and stealing property worth 2,986,000",Burglary
80.609581,7.296542,Pallemulla,,2021-09-01,17:45,,,"Keeping heroin 2,350 mg",Drug
80.602024,7.324071,Kulugammana,Jambukotuwa,2021-08-21,21:00,2021-09-02,9:00,"Trespassing onto land and stealing property worth 33,000",Theft
80.617118,7.323072,Yatiwawala,,2021-09-04,9:00,,,Cutting with a knife,Assault
80.600787,7.303278,Halloluwa,Warathenna,2021-09-03,17:30,2021-09-05,7:45,"Breaking into a house and stealing property worth 341,000""",Burglary
80.628027,7.320642,Katugastota,Bridge,2021-09-07,16:00,,,"Keeping heroin 2,400 mg",Drug
80.60994,7.334379,Ranawana,Rambukpota road,2021-09-05,21:00,2021-09-07,16:10,Breaking into a house and stealing a TV,Burglary
80.60994,7.334379,Ranawana,Near Janaraja School,2021-09-08,12:25,,,Keeping heroin 2 g 260 mg,Drug
80.600787,7.303278,Halloluwa,Pallegama,2021-09-09,11:00,,,"Ripping out a gold necklace worth 47,000 LKR from a 2-year-old child during a funeral",Theft
80.600787,7.303278,Halloluwa,Pallegama,2021-09-14,15:10,,,"Keeping heroin 2,590 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-15,16:40,,,"Keeping heroin 2,700 mg",Drug
80.624283,7.323781,Katugastota,,2021-09-15,18:30,,,"Keeping heroin 2,900 mg",Drug
80.578864,7.319055,Werallagama,,2021-09-15,19:30,,,"Keeping heroin 2,300 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-15,21:45,,,"Keeping heroin 2,100 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-17,14:00,,,"Keeping heroin 2,150 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-18,21:45,,,"Keeping heroin 2,100 mg",Drug
80.615696,7.353901,Ambatenna,Bogaskotuwa,2021-09-19,8:00,2021-09-20,8:00,Beating up husband and setting fire to the house,Assault
80.60994,7.334379,Ranawana,Near Bodimaluwa,2021-09-20,13:00,,,"Keeping heroin 2,100 mg",Drug
80.628027,7.320642,Katugastota,Bridge,2021-09-20,13:45,,,"Keeping heroin 2,150 mg",Drug
80.628027,7.320642,Katugastota,Bridge,2021-09-20,14:00,,,"Keeping heroin 2,200 mg",Drug
80.578864,7.319055,Werallagama,Barigama,2021-09-21,15:00,,,"Keeping heroin 2,400 mg",Drug
80.564739,7.335182,Hedeniya,,2021-09-22,16:45,,,Ripping out a gold necklace worth 53 LKR and fleeing on a motorcycle,Theft
80.612965,7.304321,Gohagoda,,2021-09-23,9:30,2021-09-23,11:00,Assault to the head with a rock and cutting with a knife,Assault
80.60994,7.334379,Ranawana,Near Janaraja School,2021-09-24,18:30,,,"Keeping heroin 2,220 mg",Drug
80.60994,7.334379,Ranawana,Near Janaraja School,2021-09-24,19:05,,,"Keeping heroin 2,250 mg",Drug
80.638029,7.34366,Pallethalawinna,,2021-09-02,,2021-09-19,,"Breaking into a house and stealing a TV worth 47,000",Burglary
80.628027,7.320642,Katugastota,Kandy Road,2021-09-27,19:00,2021-09-28,5:15,"Breaking into a house and stealing property worth 35,110",Burglary
80.622308,7.341378,Megodagama,,2021-09-30,18:30,,,"Keeping heroin 2,410 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-30,19:00,,,"Keeping heroin 2,800 mg",Drug
80.633779,7.315139,Pitakanda,Near Nittawela,2021-10-02,12:00,,,Abducting a 15-year-old girl,Abduction
80.636703,7.322436,Mawilmada,Aluthganthota Road,2021-10-04,3:10,,,Cutting with a knife,Assault
80.585494,7.328943,Nugawela,Uyanwaththa,2021-10-04,17:30,,,Cutting with a scythe,Assault
80.628854,7.328358,Kahalla,,2021-10-06,4:40,,,"Keeping heroin 2,670 mg",Drug
80.625742,7.325952,Katugastota,Hospital,2021-10-05,11:00,,,Stealing 200K worth of gold and 20K from a three-wheeler driver by administering a drug,Theft
80.585467,7.345114,Ulladupitiya,,2021-10-07,14:00,,,Keeping heroin 2100mg,Drug
80.638029,7.34366,Pallethalawinna,,2021-10-08,8:30,,,Keeping ganja 6kg 100g,Drug
80.634771,7.311697,Mahaiyawa,Jayaraththana cycle works,2021-10-09,20:30,2021-10-10,6:30,Breaking into a house and stealing property,Theft
80.61142,7.321026,Senarathgama,,2021-10-09,20:00,2021-10-10,7:00,"Breaking into a house and stealing property worth 48,925",Theft
80.612965,7.304321,Gohagoda,Gohagoda College,2021-10-10,18:30,,,Cutting with a knife,Assault
80.628854,7.328358,Kahalla,Abakotawaththa,2021-10-06,17:30,,,"Breaking into a house and stealing property worth 25,000",Theft
80.564739,7.335182,Aladeniya,Werallagama,2021-10-11,19:00,2021-10-12,8:00,"Trespassing on land and stealing 85,000 worth of property",Theft
80.602024,7.324071,Wathuwala,,2021-10-13,22:30,2021-10-14,7:00,"Breaking into a house and stealing property worth 40,000",Theft
80.60994,7.334379,Akkara 5,,2021-10-15,15:30,,,Keeping ice 104g 150mg,Drug
80.61142,7.321026,Senarathgama,,2021-10-17,22:10,,,Keeping heroin 2100mg,Drug
80.61142,7.321026,Senarathgama,,2021-10-17,22:10,,,Keeping heroin 2150mg,Drug
80.578864,7.319055,Werallagama,Jayasirigama,2021-10-17,22:00,,,Cutting with a sword and beating up with clubs,Assault
80.585494,7.328943,Nugawela,Batuambe,2021-10-20,14:35,,,Keeping heroin 2100mg,Drug
80.646653,7.325929,Polgolla,,2019-07-01,,,,"Breaking trust and taking 1,100,000 by claiming to enroll a child in a girls' high school",Fraud
80.624283,7.323781,Katugastota,,2021-10-24,9:50,,,Beating up and abducting a 28-year-old woman,Kidnapping
80.600787,7.303278,Halloluwa,,2021-10-26,21:40,,,Keeping heroin 2160mg,Drug
80.633779,7.315139,Katugastota,Nandana Motors,2021-10-25,20:30,2021-10-26,7:30,Stealing a parked motorcycle,Theft
80.612965,7.304321,Gohagoda,,2021-10-27,14:20,,,Keeping heroin 2180mg,Drug
80.612965,7.304321,Gohagoda,,2021-10-27,15:50,,,Keeping heroin 2150mg,Drug
80.61142,7.321026,Senarathgama,,2021-10-27,16:50,,,Keeping heroin 2150mg,Drug
80.564739,7.335182,Aladeniya,Jayawilal Childrens Ground,2021-10-27,6:30,2021-10-27,12:40,Stealing a parked three-wheeler,Theft
80.622308,7.341378,Megodagama,,2021-10-29,5:05,,,Keeping heroin 2750mg and ice 170mg,Drug
80.624283,7.323781,Katugastota,,2016-06-01,,,,"Breaking trust and taking 3,800,000 claiming for a car",Fraud
80.622308,7.341378,Kalugalawaththa,,2021-10-31,13:45,,,Keeping heroin 2620mg,Drug
80.578864,7.319055,Werallagama,Nawakuruduwaththa,2021-11-04,13:30,2021-11-04,16:13,Breaking into a house,Theft
80.585494,7.328943,Barigama,,2021-11-04,19:30,2021-11-05,6:30,"Breaking into a house and stealing property worth 81,920",Theft
80.62368,7.321494,Katugastota,Inigala,2021-11-04,21:00,2021-11-05,8:30,"Stealing a parked three-wheeler worth 600,000",Theft
80.564739,7.335182,Hedeniya,,2021-11-10,14:00,,,Keeping heroin 2100mg,Drug
80.622308,7.341378,Katugastota,Molagodayawaththa,2021-11-10,21:00,,,Cutting with a knife,Assault
80.60994,7.334379,Uduwawala,,2021-11-12,12:05,,,"Breaking into a house and stealing property worth 264,190",Theft
80.585494,7.328943,Nugawela,,2021-11-13,17:20,,,"Taking a mobile phone worth 30,000 by force for recording a car accident",Theft
80.585494,7.328943,Nugawela,,2021-11-13,10:30,2021-11-13,16:30,"Stealing a parked three-wheeler worth 370,000",Theft
80.632454,7.329192,Nawayalathenna,Pathadumbara Tech,2021-11-14,17:00,2021-11-15,10:10,Breaking into a house,Burglary
80.61142,7.321026,Senarathgama,,2021-11-16,18:55,,,Keeping heroin 2540mg,Drug
80.628027,7.320642,Katugastota,Siyambalagasthenna,2021-11-16,20:30,,,Cutting with a knife done by a land trespasser,Assault
80.636703,7.322436,Mawilmada,Paranaganthota,2021-10-01,,2021-11-07,8:00,Breaking into a house and damaging property,Burglary
80.622308,7.341378,Kalugalawaththa,,2021-11-20,10:45,,,Keeping heroin 2650mg and threatening a government servant,Drug
80.564739,7.335182,Hedeniya,Bus Station,2021-11-19,20:30,,,Stealing a parked motorcycle,Theft
80.600787,7.303278,Halloluwa,Pallegama,2021-11-20,21:00,2021-11-21,10:00,"Stealing a battery worth 35,000 out of a parked lorry",Theft
80.612965,7.304321,Gohagoda,,2021-08-20,,,,"Breaking trust with a fake check worth 2,000,000",Fraud
80.564739,7.335182,Aladeniya,Werallagama,2021-11-26,16:30,,,"Beating up and stealing 30,000 out of a drawer",Theft
80.602024,7.324071,Kulugammana,Dabahogama,2021-10-25,,2021-11-24,,"Stealing 265,000 worth of gold by the housemaid",Theft
80.62368,7.321494,Katugastota,Infront of Sigiri Hall,2021-11-26,19:00,,,"Beating up and stealing property worth 43,500",Assault
80.600787,7.303278,Yatihalagala,Seewalikanda,2021-11-22,15:00,2021-11-26,13:00,"Breaking into a house and stealing property worth 2,000",Burglary
80.640351,7.331616,Jambugahapitiya,Girakaduwa,2021-11-24,17:30,2021-11-25,8:45,"Breaking into a house and stealing property worth 39,900",Burglary
80.585467,7.345114,Ulladupitiya,Tikiri Walawwa,2021-11-27,17:15,,,Keeping heroin 2670mg and ice 100mg,Drug
80.600787,7.303278,Yatihalagala,,2021-11-27,22:30,2021-11-28,6:30,"Breaking into a house and stealing property worth 15,000,000",Burglary
80.602024,7.324071,Wathuwala,Nikathenna,2021-11-25,14:00,,,"Breaking into a house and stealing property worth 121,000",Burglary
80.628027,7.320642,Wattaranthenna,,2021-03-21,21:10,,,Biting out a person's right arm and left leg,Assault
80.60994,7.334379,Akkara 5,,2021-12-08,20:00,,,Cutting with a hand axe,Assault
80.625742,7.325952,Katugastota,Madawala Road,2021-12-09,22:45,2021-12-10,6:05,"Breaking into a house and stealing property worth 357,150",Burglary
80.564739,7.335182,Hedeniya,Machan Bar,2021-12-14,12:30,,,Beating up with a bottle and cutting with a blade,Assault
80.633779,7.315139,Mawilmada,Railway Station,2021-12-16,11:30,,,"Ripping out a gold necklace worth 150,000",Theft
80.640351,7.331616,Jambugahapitiya,Moonamale,2021-12-17,18:40,,,Cutting with a knife,Assault
80.585494,7.328943,Nugawela,Hiriyalgammana,2021-12-18,15:30,,,Keeping heroin 2120mg,Drug
80.585467,7.345114,Gonigoda,Madawala ,2021-12-18,5:00,,,"Entering a house and stealing 43,500 and an imitation necklace worth 400",Burglary
80.615696,7.353901,Ambatenna,5th mile post,2021-12-13,14:00,2021-12-14,11:00,"Stealing a battery worth 35,000 out of a parked lorry",Theft
80.640351,7.331616,Jambugahapitiya,,2021-12-22,0:30,,,Setting fire to a shop,Arson
80.585494,7.328943,Nugawela,Wadugalla walawwa,2021-12-24,10:30,2021-12-24,17:30,"Breaking into a house and stealing property worth 352,000",Burglary
80.612965,7.304321,Hamangoda,,2021-12-25,19:30,,,Cutting with a knife and damaging a three-wheeler,Assault
80.646653,7.325929,Polgolla,Podi Ambalama viduhalal,2021-12-23,12:00,2021-12-26,11:00,"Breaking into a house and stealing property worth 180,000",Burglary
80.646653,7.325929,Polgolla,,2021-12-22,18:10,,,Keeping heroin 2400mg,Drug
80.625742,7.325952,Katugastota,Sampath Bank,2022-01-04,19:00,,,Cutting with a paper cutter,Assault
80.646653,7.325929,Polgolla,Doragamuwa Junction,2022-01-22,14:05,,,"Keeping heroin 5,100mg",Drug
80.615696,7.353901,Ambatenna,UdaBokalawela,2021-12-25,,2022-01-09,,Breaking into a house and stealing gold,Burglary
80.600787,7.303278,Halloluwa,Bogahakanda,2022-01-25,13:40,,,"Breaking into a house and stealing 80,000 LKR",Burglary
80.612965,7.304321,Hamangoda,,2022-01-30,14:35,,,Murder with a chainsaw by cutting thighs over a land dispute,Murder
80.632454,7.329192,Nawayalathenna,Rail Gate,2022-02-02,15:00,,,"Keeping heroin 5,600mg",Drug
80.600787,7.303278,Halloluwa,Paranawaththa,2022-02-06,22:10,,,Stabbing and wounding after a verbal fight,Assault
80.600787,7.303278,Halloluwa,Galagedara Patumaga,2022-02-08,14:30,,,"Ripping out a gold necklace worth 90,000 LKR and fleeing on a motorbike",Theft
80.602024,7.324071,Wathuwala,4th mile post,2022-02-19,20:30,,,Keeping heroin 7g 800mg,Drug
80.600787,7.303278,Halloluwa,Bogahakanda,2022-02-20,16:10,,,"Ripping out a gold necklace worth 70,000 LKR and fleeing on a motorbike",Theft
80.628854,7.328358,Kahalla,,2022-02-21,19:15,,,"Keeping heroin 8,400mg",Drug
80.602024,7.324071,Wathuwala,4th mile post,2022-02-07,16:30,,,Stealing a green three-wheeler,Theft
80.622308,7.341378,Kalugalawaththa,,2022-02-28,16:05,,,"Keeping heroin 9,150mg",Drug
80.646653,7.325929,Polgolla,Doragamuwa Junction,2022-03-01,16:30,,,Stealing a scooter,Theft
80.622308,7.341378,Molagodayawatta,,2021-06-01,,,,Restricting and raping 13 year old girl,Rape
80.628854,7.328358,Kahalla,,2022-03-09,18:30,,,Abduction & raping a 15year old girl,Rape
80.636703,7.322436,Mawilmada,2nd Patumaga,2022-03-15,5:45,,,Breaking in to a house and stealing gold worth of 353000 at night,Burglary
80.624283,7.323781,Katugastota,Manikkumbura market,2022-03-24,7:10,,,"Burning down a house, murdering two people, wounding a woman, and fleeing over a relationship problem",Murder
80.602024,7.324071,Wathuwala,4th mile post,2022-03-24,19:20,,,"Ripping out a gold necklace worth 90,000 LKR",Theft
80.622308,7.341378,Kalugalawaththa,,2022-03-27,20:00,,,Abduction of a 12-year-old girl over a relationship problem,Kidnapping
80.600787,7.303278,Halloluwa,,2022-03-26,20:45,,,"Giving fake checks for a 2,027,000 LKR deal",Fraud
80.636703,7.322436,Mawilmada,Paranaganthota,2022-03-28,5:00,,,Breaking into a house and stealing property,Burglary
80.646653,7.325929,Polgolla,Doragamuwa Junction,2022-04-02,6:30,,,"Breaking into a house and stealing gold worth 458,500 during the daytime",Burglary
80.615696,7.353901,Bokalawela,Pallebokalawela,2022-04-11,11:30,,,"Disturbing a police officer, causing physical harm, and breaking public property",Assault
80.62368,7.321494,Katugastota,Inigala,2022-04-14,14:00,,,Cutting with a paper cutter,Assault
80.628854,7.328358,Kahalla,Kukulkumbura Grounds,2022-04-15,20:30,,,"Wounding and stealing 70,000 LKR",Assault
80.633779,7.315139,Nittawela,,2022-04-19,4:10,,,"Showing a knife and stealing property worth 72,000",Robbery
80.600787,7.303278,Warathenna,,2022-04-19,3:30,,,"Ripping out a gold necklace worth 95,000 LKR",Theft
80.619722,7.314906,Gohagoda,Thekkawaththa,2022-04-16,22:00,,,"Breaking into a house and stealing property worth 34,100 during the daytime",Burglary
80.602024,7.324071,Wathuwala,,2022-04-20,17:00,,,"Breaking into land and stealing betel nut worth 70,000 LKR",Burglary
80.602024,7.324071,Wathuwala,Endaruthenna,2022-04-21,14:10,,,"Keeping heroin 10,600mg",Drug
80.636703,7.322436,Mawilmada,,2022-04-22,13:50,,,"Keeping heroin 5,450mg",Drug
80.612965,7.304321,Gohagoda,,2022-04-22,15:00,,,"Keeping heroin 9,200mg",Drug
80.612965,7.304321,Gohagoda,,2022-04-22,15:10,,,"Keeping heroin 5,800mg",Drug
80.622308,7.341378,Kalugalawaththa,,2022-04-23,8:10,,,"Breaking into a house, stealing gold and money worth 83,900 LKR",Burglary
80.600787,7.303278,Halloluwa,Janaraja Road,2022-04-23,18:30,,,"Breaking into a house and stealing property worth 10,400 LKR",Burglary
80.61142,7.321026,Kondadeniya,,2022-04-25,11:20,,,"Breaking into a house and stealing property worth 250,000 LKR",Burglary
80.585494,7.328943,Nugawela,,2022-04-27,19:00,,,"Stealing a green three-wheeler worth 440,000 LKR",Theft
80.615696,7.353901,Ambatenna,Kalugala Junction,2022-05-02,16:30,,,"Breaking into a house and stealing property worth 99,000 LKR",Burglary
80.615696,7.353901,Ambatenna,,2022-05-08,19:40,,,"Breaking into a house and stealing property worth 36,200 LKR",Burglary
80.615696,7.353901,Ambatenna,,2022-05-08,18:00,,,"Breaking into a house and stealing property worth 220,000 LKR",Burglary
80.615696,7.353901,Ambatenna,,2022-04-05,18:01,,,Breaking into a warehouse and stealing property,Burglary
80.585494,7.328943,Nugawela,,2022-05-27,18:30,,,"Breaking into a house and stealing property worth 29,440 LKR",Burglary
80.615696,7.353901,Ambatenna,Hapugoda,2022-05-22,1:00,,,"Breaking into a house, issuing death threats, and stealing property worth 150,000 LKR",Burglary
80.585494,7.328943,Nugawela,,2022-05-27,17:00,,,"Breaking into a house and stealing property worth 48,000 LKR",Burglary
80.62368,7.321494,Katugastota,Water Board,2022-05-18,5:00,,,"Breaking into the waterworks and stealing diesel worth 717,200 LKR",Burglary
80.62368,7.321494,Katugastota,Isiwara Ayurveda,2022-05-30,22:30,,,"Breaking in, harming two people, and damaging property worth 342,500 LKR",Burglary
80.622308,7.341378,Katugastota,Mahasen College,2022-06-03,,,,"Breaking into a house and stealing property worth 20,750 LKR",Burglary
80.638029,7.34366,Udathalawinna,,2022-06-05,17:00,,,"Breaking into a house and stealing property worth 96,000 LKR",Burglary
80.60994,7.334379,Ranawana,,2022-06-09,7:00,,,"Breaking into a house and stealing property worth 58,280 LKR",Burglary
80.622308,7.341378,Kalugalawaththa,,2022-06-09,7:00,,,"Stealing batteries worth 50,000 out of a lorry",Theft
80.612965,7.304321,Gohagoda,,2022-04-18,11:00,,,Raping a 15yr old girl,Rape
80.622308,7.341378,Molagodayawatta,,2022-06-08,17:30,,,"Breaking into a house, stealing property",Burglary
80.617118,7.323072,Yatiwawala,,2022-06-14,23:00,,,"Stealing a motorbike worth 60,000 LKR",Theft
80.625742,7.325952,Katugastota,Makuldeniya Hotel,2022-06-23,18:35,,,"Keeping ice worth 10g 300mg, Kerala ganja 1450mg, and Manchester cigarette packs. Smuggling and keeping a fake ID",Drug
80.62368,7.321494,Katugastota,Sigiri Cinema Hall,2022-06-29,19:00,,,Wounding with a broken glass bottle,Assault
80.602024,7.324071,Wathuwala,,2022-07-04,18:30,2022-07-04,18:00,"Breaking into a house, stealing property worth 600,000 LKR",Burglary
80.609581,7.296542,Gohagoda,Udumulla Road,2022-07-06,18:00,2022-07-06,18:00,"Breaking into a house, stealing property worth 85,000 LKR",Burglary
80.633779,7.315139,Katugastota,Lady McCallum,2022-06-21,,,,"Stealing property worth 481,000 LKR by a family member",Theft
80.600787,7.303278,Halloluwa,Ranawiru mawatha,2022-07-18,10:00,,,Abduction & raping a 14year old girl for a relationship problem,Rape
80.636703,7.322436,Mawilmada,Bomaluwa road,2022-07-19,16:30,,,"Breaking into a house, stealing property worth 8,830 LKR",Burglary
80.600787,7.303278,Halloluwa,Gantotathenna,2022-07-21,20:00,,,"Breaking into a house, stealing property worth 402,250 LKR",Burglary
80.640351,7.331616,Jambugahapitiya,Mandandawela,2022-07-23,19:00,,,Stabbing with a knife,Assault
80.609581,7.296542,Katugastota,Polgasdeniya,2022-07-22,19:30,,,"Breaking into a house, stealing property worth 70,000 LKR",Burglary
80.615696,7.353901,Ambatenna,,2022-07-23,17:00,2022-07-25,11:00,"Breaking into a building, stealing property worth 391,000 LKR",Burglary
80.61142,7.321026,Kondadeniya,,2022-07-26,12:00,2022-07-26,20:00,"Breaking into a house, stealing property worth 79,000 LKR",Burglary
80.60994,7.334379,Ranawana,Samagi Road,2022-07-22,23:00,2022-07-23,2:30,"Breaking into a house, stealing property worth 30,000 LKR",Burglary
80.628027,7.320642,Katugastota,Weerakoon Gardens,2022-07-03,8:30,2022-08-02,15:30,"Breaking into a house, stealing property worth 97,000 LKR",Burglary
80.585467,7.345114,Rajapihilla ,Pattiyawatta,2022-08-06,6:00,2022-08-06,8:00,Raping a 13year old girl for a relationship problem,Rape
80.615696,7.353901,Ambatenna,Kudugala,2022-08-05,17:30,2022-08-06,9:00,"Breaking into a house, stealing property worth 39,800 LKR",Burglary
80.625742,7.325952,Katugastota,Sampath Bank,2022-08-07,12:30,,,"Keeping heroin 5,700 mg",Drug
80.622308,7.341378,Molagodayawatta,,2022-08-07,12:10,,,"Keeping heroin 5,800 mg",Drug
80.625742,7.325952,Katugastota,Madawala Road,2022-08-04,23:30,,,"Breaking into a house, stealing property worth 5,200 LKR",Burglary
80.633779,7.315139,Pitakanda,Near Nittawela,2022-08-09,10:00,2022-08-09,15:30,Breaking into a house,Burglary
80.615696,7.353901,Ambatenna,,2022-08-09,22:00,,,Stabbing with a knife,Assault
80.624283,7.323781,Katugastota,Near Mosque,2022-08-12,20:30,2022-08-13,4:50,"Stealing a three-wheeler worth 550,000 LKR",Theft
80.600787,7.303278,Halloluwa,Bogahakanda,2022-08-13,19:40,2022-08-14,10:00,"Breaking into a house, stealing property worth 420,000 LKR",Burglary
80.619722,7.314906,Ugurassapitiya,Katugastota,2022-08-16,10:30,2022-08-16,12:30,"Breaking into a house, committing murder, and stealing property worth 325,000 LKR",Murder
80.615696,7.353901,Ambatenna,Kalugala Junction,2022-08-08,22:30,,,"Showing a knife and stealing property worth 55,000 LKR",Robbery
80.600787,7.303278,Halloluwa,2nd Mile Post,2022-08-13,18:00,2022-08-15,9:00,"Stealing diesel worth 47,000 LKR and a battery worth 38,000 LKR",Theft
80.624283,7.323781,Katugastota,Manikkumbura market,2022-08-20,1:00,,,Abducting 15 \yr old girl and rape,Rape
80.615696,7.353901,Ambatenna,Kalugala Junction,2022-08-23,12:30,,,"Keeping heroin 5,100 mg",Drug
80.632454,7.329192,Nawayalathenna,railway Station,2022-08-22,18:00,2022-08-24,11:30,"Stealing a commodity worth 80,000 LKR",Theft
80.628027,7.320642,Katugastota,Siyambalagasthenna,2022-08-24,12:30,2022-08-24,12:45,"Stealing a three-wheeler worth 350,000 LKR",Theft
80.60994,7.334379,Ranawana,,2022-04-17,19:35,,,"Breaking into a house, stealing property",Burglary
80.61142,7.321026,Senarathgama,,2022-08-30,14:05,,,Wounding by firewood,Assault
80.625742,7.325952,Katugastota,Near Education Office,2022-08-30,10:00,,,"Ripping out a gold necklace worth 90,000 LKR and fleeing on a license plate-less motorbike",Theft
80.628854,7.328358,Kahalla,,2022-08-01,14:00,2022-09-03,10:00,"Breaking into a house, stealing property worth 162,500 LKR",Burglary
