Longitude,Latitude,Town,Location,StartDate,StartTime,EndDate,EndTime,Crime,CrimeType
80.636703,7.322436,Mawilmada,,2022-09-06,12:45,,,"Ripping out a gold necklace worth 85,000 LKR and fleeing on a motorbike",Theft
80.624283,7.323781,Katugastota,,2022-09-07,15:00,,,"Breaking into a house, stealing property worth 730,500 LKR",Burglary
80.619722,7.314906,Katugastota,Polwaththa,2022-09-08,14:30,,,"Breaking into a house, stealing property worth 98,000 LKR",Burglary
80.615696,7.353901,Ambatenna,,2022-09-06,10:30,,,"Stealing property worth 98,000 LKR",Theft
80.622308,7.341378,Molagodayawatta,,2022-09-12,7:30,20200-09-12,17:45,"Breaking into a house, stealing property worth 98,000 LKR",Burglary
80.615696,7.353901,Ambatenna,,2022-09-16,10:45,,,"Physical harm with a branch and fist, then stole 450,000 LKR worth of gold after having a verbal conflict",Robbery
80.61142,7.321026,Senarathgama,,2022-09-16,20:10,,,"Keeping heroin 5,760 mg",Drug
80.600787,7.303278,Halloluwa,Pallegama,2022-09-18,15:30,,,"Breaking into a house, stealing property worth 429,000 LKR",Burglary
80.617118,7.323072,Yatiwawala,,2022-09-28,17:05,,,"Breaking into a house, stealing property worth 622,000 LKR",Burglary
80.612965,7.304321,Gohagoda,Madapatha,2022-10-01,22:30,,,Stabbing with a knife,Assault
80.61142,7.321026,Senarathgama,,2022-09-27,,2022-10-01,,"Stealing an ATM card and buying items worth 115,523 LKR",Theft
80.624283,7.323781,Katugastota,,2022-10-06,17:30,,,Cutting with a knife,Assault
80.640351,7.331616,Jambugahapitiya,,2022-10-07,2:50,,,"Breaking into a house, stealing property worth 96,200 LKR",Burglary
80.625742,7.325952,Katugastota,Madawala Road,2022-10-06,22:30,2022-10-07,7:15,"Breaking into a house, stealing property worth 35,000 LKR",Burglary
80.612965,7.304321,Hamangoda,,2022-10-09,18:00,,,"Breaking into a house, stealing property worth 32,000 LKR",Burglary
80.625742,7.325952,Galawaththa,Katugastota,2022-10-17,19:35,,,"Showing a knife and stealing property worth 60,000 LKR",Robbery
80.61142,7.321026,Senarathgama,,2022-10-21,17:00,,,Breaking into a house,Burglary
80.622308,7.341378,Katugastota,Mahasen College,2022-10-25,14:45,2022-10-25,7:00,"Breaking into a house, stealing a grass cutter machine worth 10,000 LKR",Burglary
80.625742,7.325952,Katugastota,Ranawiru Junction,2022-10-27,18:10,,,"Stealing a broken-down Suzuki Wagon R worth 5,000,000 LKR by a person who tried to fix it",Theft
80.585494,7.328943,Nugawela,,2022-10-27,19:00,,,"Taking 793,800 LKR for a coconut oil deal by a different person and breaking trust",Fraud
80.619722,7.314906,Ugurassapitiya,,2022-10-24,23:30,2022-10-25,1:30,"Stealing a white female goat worth 120,000 LKR",Theft
80.612965,7.304321,Hamangoda,,2022-11-03,7:30,,,Abduction of a 15-year-old girl for a relationship problem,Abduction
80.612965,7.304321,Gohagoda,,2022-11-04,3:45,,,"Breaking into a house, threatening with a knife, and stealing property worth 622,000 LKR",Burglary
80.60994,7.334379,Uduwawala,Balagolla,2022-11-19,14:30,2022-11-20,17:00,"Breaking into a house, stealing property worth 332,000 LKR",Burglary
80.646653,7.325929,Polgolla,Doragamuwa,2022-11-12,5:10,,,Cutting with a knife,Assault
80.61142,7.321026,Senarathgama,Senarathgama College,2022-11-21,16:30,2022-11-22,6:35,"Breaking into a house, stealing property worth 17,000 LKR",Burglary
80.622308,7.341378,Kalugalawaththa,,2022-11-21,20:00,,,Cutting with a knife while trying to resolve a nearby conflict,Assault
80.632454,7.329192,Nawayalathenna,Pathige Road,2022-11-28,19:30,2022-11-29,8:30,"Stealing a motorbike worth 280,000 LKR",Theft
80.60994,7.334379,Uduwawala,Katugastota,2022-11-08,,2022-12-01,15:00,"Breaking into a house, stealing property worth 51,500 LKR",Burglary
80.633779,7.315139,Katugastota,Lady McCallum ,2022-10-22,9:00,2022-12-02,9:30,"Breaking into a house, stealing property worth 66,000 LKR",Burglary
80.585494,7.328943,Nugawela,,2022-11-26,6:50,2022-11-28,6:30,"Breaking into a house, stealing property worth 250,000 LKR",Burglary
80.624283,7.323781,Katugastota,,2022-12-04,17:45,,,"Keeping heroin 5,050 mg",Drug
80.632454,7.329192,Nawayalathenna,Pathige Road,2022-12-08,16:00,,,Abduction of a 12-year-old girl,Abduction
80.632454,7.329192,Nawayalathenna,Madawala Road,2022-12-12,17:45,2022-12-13,6:30,"Breaking into a house, stealing property worth 25,000 LKR",Burglary
80.624283,7.323781,Katugastota,,2022-12-14,11:30,,,"Stealing 18,000 LKR by giving death threats",Theft
80.624283,7.323781,Katugastota,,2022-12-14,16:30,2022-12-15,8:15,"Breaking into a house, stealing property worth 42,000 LKR",Burglary
80.612965,7.304321,Gohagoda,Gohagoda College,2022-12-15,17:00,,,"Keeping heroin 6,430 mg",Drug
80.612965,7.304321,Hamangoda,,2022-12-16,15:40,,,"Keeping heroin 6,560 mg",Drug
80.61142,7.321026,Kondadeniya,,2022-12-18,12:00,,,Abduction of a 13-year-old girl for a relationship problem,Abduction
80.600787,7.303278,Halloluwa,Gallidawaththa,2022-12-22,20:30,,,"Keeping heroin 20,100 mg",Drug
80.628854,7.328358,Kahalla,,2022-12-24,12:30,,,Abduction of a 15-year-old girl,Abduction
80.617118,7.323072,Yatiwawala,,2022-12-26,18:40,,,"Keeping heroin 5,150 mg",Drug
80.628854,7.328358,Kahalla,Dharmavijaya college,2022-12-29,19:30,,,"Keeping heroin 10,280 mg",Drug
80.625742,7.325952,Katugastota,Madawala Road,2022-12-22,19:45,,,The van taken by promising to return is not returned,Fraud
80.585494,7.328943,Nugawela,Ambulpura,2023-01-05,18:50,,,"Ripping out a gold necklace worth 45,000 LKR and fleeing by making a woman uncomfortable",Theft
80.617118,7.323072,Yatiwawala,Cemetery,2023-01-07,11:00,,,"Keeping heroin 13,500 mg",Drug
80.617118,7.323072,Yatiwawala,,2023-01-08,23:30,2023-02-09,4:00,"Breaking into a house and stealing property worth 347,000 LKR",Burglary
80.615696,7.353901,Kudugala,Fuel Station,2023-01-14,18:20,,,"Keeping heroin 25,130 mg",Drug
80.615696,7.353901,Ambatenna,Ajith Wine Stores,2023-01-15,17:35,,,"Keeping heroin 6,210 mg",Drug
80.640351,7.331616,Jambugahapitiya,Kandaliyadda,2023-01-16,7:30,2023-01-18,9:00,"Breaking into a house and stealing property worth 10,000 LKR",Burglary
80.622308,7.341378,Ambatenna,Near Mag City,2023-01-18,15:15,,,"Keeping heroin 5,125 mg",Drug
80.624283,7.323781,Katugastota,,2023-01-20,17:30,2023-01-21,8:30,"Breaking into a house and stealing property worth 35,000 LKR",Burglary
80.636703,7.322436,Mawilmada,Nagahaella Road,2023-01-28,22:00,2023-01-29,5:00,"Breaking into a house and stealing property worth 96,000 LKR",Burglary
80.636703,7.322436,Mawilmada,Paranaganthota Road,2023-01-30,17:15,,,"Ripping out a gold necklace worth 150,000 LKR and fleeing on a scooter",Theft
80.628854,7.328358,Kahalla,Wagollawaththa ,2023-01-28,,2023-02-01,,"Stealing money worth 82,500 LKR",Theft
80.633779,7.315139,Nittawela,,2023-02-11,7:30,2023-02-14,17:00,Breaking into a house and stealing property,Burglary
80.585494,7.328943,Nugawela,,2023-02-06,19:00,2023-02-07,5:00,Raping a 7yr old,Rape
80.600787,7.303278,Halloluwa,Janaraja Road,2023-02-20,8:15,2023-02-20,12:30,"Breaking into a house and stealing property worth 12,500 LKR",Burglary
80.615696,7.353901,Ambatenna,Ajith Wine Stores,2023-02-21,16:50,,,Physical harm by a sword,Assault
80.636703,7.322436,Mawilmada,,2023-02-22,7:00,2023-02-24,3:16,"Breaking into a house and stealing property worth 15,100 LKR",Burglary
80.640351,7.331616,Jambugahapitiya,Girakaduwa,2023-03-01,10:15,2023-03-02,2:15,Burning down a CheriQQ car,Arson
80.585494,7.328943,Nugawela,,2023-03-02,7:45,2023-03-02,22:45,Stealing a three-wheeler,Theft
80.617118,7.323072,Yatiwawala,Fuel Station,2023-03-04,17:20,,,"Keeping heroin 5,130 mg",Drug
80.624283,7.323781,Katugastota,SmartWay Enterprises,2023-03-08,17:00,2023-03-09,7:45,Breaking into a house,Burglary
80.62368,7.321494,Katugastota,Central Hardware,2023-03-10,18:00,2023-03-11,9:00,"Breaking into a house and stealing property worth 3,800,000 LKR",Burglary
80.585494,7.328943,Nugawela,,2023-03-10,,2023-03-11,6:20,"Breaking into a house and stealing property worth 4,400 LKR",Burglary
80.585494,7.328943,Nugawela,,2023-03-09,16:00,2023-03-11,9:00,"Breaking into a house and stealing property worth 25,000 LKR",Burglary
80.62368,7.321494,Katugastota,Water Board,2023-03-18,9:45,,,"Damaging property and stealing 246,636 LKR worth of property",Theft
80.617118,7.323072,Yatiwawala,,2023-03-20,10:00,,,"Breaking into a house and stealing property worth 80,000 LKR",Burglary
80.602024,7.324071,Wathuwala,Nikathenna,2023-03-21,10:00,,,"Ripping out a gold necklace worth 190,000 LKR and fleeing on a motorbike",Theft
80.622308,7.341378,Egodagama,,2023-03-21,17:30,2023-03-22,12:00,"Stealing a water motor worth 115,000 LKR",Theft
80.633779,7.315139,Katugastota,Near Nittawela Kandy Medical,2023-03-24,18:30,2023-03-24,18:55,"Stealing a three-wheeler worth 700,000 LKR",Theft
80.615696,7.353901,Ambatenna,Aluminum lorry body workshop,2023-03-27,12:00,,,"Stealing a lorry battery worth 110,000 LKR",Theft
80.622308,7.341378,Egodagama,,2023-01-06,,2023-01-23,,"Breaking into a house and stealing property worth 180,000 LKR",Burglary
80.600787,7.303278,Halloluwa,Ranawiru Road,2023-04-07,22:30,2023-04-08,4:00,"Breaking into a house and stealing property worth 90,000 LKR",Burglary
80.640351,7.331616,Jambugahapitiya,,2023-04-11,12:25,,,"Ripping out a gold necklace worth 205,000 LKR and fleeing on a motorbike",Theft
80.628854,7.328358,Kahalla,,2022-05-29,20:22,2022-06-03,14:00,Abduction and raping a 15 year old girl,Rape
80.628027,7.320642,Katugastota,Kuda Rathwaththe mawatha,2023-04-15,19:15,2023-04-15,23:00,"Breaking into a house and stealing property worth 25,000 LKR",Burglary
80.615696,7.353901,Ambatenna,,2023-04-16,15:05,,,"Ripping out a gold necklace worth 140,000 LKR",Theft
80.602024,7.324071,Wathuwala,,2023-04-17,10:00,,,"Burning a house and damaging property worth 20,000 LKR",Arson
80.600787,7.303278,Halloluwa,Kumburegedara,2023-04-16,10:00,2023-04-17,15:00,"Breaking into a house and stealing property worth 75,000 LKR",Burglary
80.625742,7.325952,Katugastota,Threesinhalaramaya,2023-04-18,13:30,2023-04-18,14:10,"Stealing a bike worth 200,000 LKR",Theft
80.633779,7.315139,Nittawela,,2023-04-14,10:00,2023-04-22,8:30,"Breaking into a house and stealing property worth 88,000 LKR",Burglary
80.625742,7.325952,Katugastota,Sanasa Bank,2023-01-01,,,,"Breaking trust and misusing 25,000 LKR",Fraud
80.600787,7.303278,Halloluwa,,2021-11-01,,2023-04-11,,"Taking 3,200,000 LKR by threatening with nude photos",Extortion
80.600787,7.303278,Uggalla,,2023-02-08,14:30,,,Raping a 13yr old,Rape
80.622308,7.341378,Kalugalawaththa,,2023-05-03,14:30,2023-05-04,7:00,"Breaking into a house and stealing property worth 4,000 LKR",Burglary
80.615696,7.353901,Bokalawela,,2023-04-11,11:00,,,Throwing chili powder at face and causing physical damage with a scythe,Assault
80.624283,7.323781,Katugastota,,2023-05-06,22:25,,,"Keeping heroin 5,330 mg",Drug
80.640351,7.331616,Katugastota,Balanagala,2023-05-07,19:00,2023-05-08,4:00,"Stealing a three-wheeler worth 500,000 LKR",Theft
80.625742,7.325952,Katugastota,Sanasa Bank,2023-01-01,,,,"Breaking trust and misusing 735,000 LKR",Fraud
80.636703,7.322436,Mawilmada,First Lane,2023-05-10,10:45,2023-05-10,19:00,"Breaking into a house and stealing property worth 130,000 LKR",Burglary
80.628027,7.320642,Katugastota,bridge,2023-05-18,12:00,,,"Stealing a three-wheeler worth 500,000 LKR",Theft
80.640351,7.331616,Jambugahapitiya,Thannahena,2023-05-21,12:30,2023-05-23,10:00,"Breaking into a house and stealing property worth 85,000 LKR",Burglary
80.625742,7.325952,Katugastota,Madawala Road,2023-05-25,17:30,2023-05-25,13:30,"Breaking into a house and stealing property worth 22,000 LKR",Burglary
80.62368,7.321494,Katugastota,Near Peoples bank,2023-05-25,17:30,,,"Stealing a motorbike worth 350,000 LKR",Theft
80.628854,7.328358,Kahalla,,2023-05-21,10:45,2023-05-28,9:15,"Breaking into a house and stealing property worth 775,000 LKR",Burglary
80.628027,7.320642,Katugastota,Infront of jmc,2023-05-27,10:00,2023-05-27,10:35,Abduction of a 17yr old boy and doing physical damage,Abduction
80.628854,7.328358,Kahalla,,2023-05-28,17:25,,,"Stealing a handbag with property worth 17,500 LKR by showing a knife",Theft
80.646653,7.325929,Polgolla,Water Board,2023-01-01,,,,"Stealing property worth 84,000 LKR",Theft
80.634771,7.311697,Mahaiyawa,Asiri Laboratory,2023-05-10,10:50,,,"Breaking into an office and stealing property worth 164,000 LKR",Burglary
80.615696,7.353901,Ambatenna,,2023-05-22,12:00,,,Cutting with a knife,Assault
80.634771,7.311697,Mahaiyawa,Indra Traders,2023-06-07,17:45,2023-06-08,8:00,"Breaking into a house and stealing property worth 91,215 LKR",Burglary
80.634771,7.311697,Mahaiyawa,MJR Peiries,2023-06-07,15:45,2023-06-07,16:00,"Hitting and stealing property worth 79,800 LKR",Robbery
80.60994,7.334379,Ranawana,,2023-05-12,11:00,2023-05-12,12:30,"Stealing a handbag worth 110,000 LKR while on the bus",Theft
80.615696,7.353901,Ambatenna,Near Samantha Fuel Station,2023-06-17,16:50,,,"Keeping fake bills worth 50,000 LKR",Fraud
80.600787,7.303278,Halloluwa,Saranatha piriwena,2023-06-17,20:23,,,"Breaking into a house and stealing property worth 934,000 LKR",Burglary
80.600787,7.303278,Halloluwa,,2023-06-10,17:30,,,"Taking spices worth 872,500 LKR by giving a fake check",Fraud
80.646653,7.325929,Polgolla,Doragamuwa Road,2023-07-04,8:00,,,"Breaking into a house and stealing property worth 8,000 LKR",Burglary
80.585494,7.328943,Nugawela,,2023-07-06,3:00,,,"Breaking into a house, stealing property worth 440,500 LKR, and damaging a car",Burglary
80.617118,7.323072,Yatiwawala,Near Ranaraja mahindramaya,2023-07-05,18:45,2023-07-06,9:15,"Breaking into a car and stealing property worth 1,177,000 LKR",Burglary
80.625742,7.325952,Katugastota,Sanasa Bank,2023-01-01,,,,"Breaking trust and misusing 800,000 LKR",Fraud
80.615696,7.353901,Ambatenna,Bogasgoda road,2023-07-12,17:30,,,Cutting with a knife,Assault
80.62368,7.321494,Katugastota,Peoples bank,2023-07-06,15:30,,,"Breaking trust and misusing an ATM card and stealing 900,000 LKR",Fraud
80.62368,7.321494,Katugastota,Inigala,2023-07-16,16:30,2023-07-16,20:30,"Breaking into a house and stealing property worth 1,802,350 LKR",Burglary
80.625742,7.325952,Katugastota,Yamuna Road,2023-07-13,11:15,2023-07-14,5:45,"Breaking into a house and stealing property worth 58,000 LKR",Burglary
80.628854,7.328358,Kahalla,Ihalagammadda,2023-08-20,20:22,,,Abducting and raping 14yr old girl,Rape
80.628027,7.320642,Wattaranthenna,,2023-07-18,8:00,2023-07-18,15:00,Breaking into a house,Burglary
80.628027,7.320642,Katugastota,Weerakoon gardens,2023-07-18,9:30,,,"Breaking into a house and stealing property worth 171,500 LKR",Burglary
80.62368,7.321494,Horana,Sri sowananda mawatha,2023-02-13,,,,"Misusing two checks worth 636,043 LKR by stealing",Fraud
80.638029,7.34366,Udathalawinna,,2023-07-21,12:00,2023-07-21,13:30,"Breaking into a house and stealing property worth 13,200 LKR",Burglary
80.585494,7.328943,Nugawela,Uyanwaththa,2023-07-20,,,,"Stealing a component worth 175,000 LKR from a Wagon R",Theft
80.638029,7.34366,Pallethalawinna,,2023-07-24,11:30,2023-07-24,14:25,"Breaking into a house and stealing property worth 75,000 LKR",Burglary
80.600787,7.303278,Barigama,Halloluwa,2023-07-25,23:00,2023-07-26,5:30,"Breaking into a house and stealing property worth 39,500 LKR",Burglary
80.60994,7.334379,Ranawana,,2023-07-26,11:00,2023-07-26,16:45,"Breaking into a house and stealing property worth 1,120,000 LKR",Burglary
80.60994,7.334379,Ranawana,,2023-07-26,14:15,,,"Breaking into a house and stealing property worth 92,000 LKR",Burglary
80.600787,7.303278,Halloluwa,Pallemulla Arunali Company,2023-07-26,19:30,2023-07-27,7:30,"Breaking into a store and stealing property worth 24,920 LKR",Burglary
80.633779,7.315139,Nittawela,Kuda rathwaththe mawatha,2023-07-25,10:00,2023-07-28,15:00,Breaking into a house and stealing a chocolate,Burglary
80.628854,7.328358,Kahalla,,2023-07-16,,2023-07-30,,"Breaking into a house and stealing property worth 38,000 LKR",Burglary
80.585467,7.345114,Ulladupitiya,,2023-07-30,8:30,2023-07-30,9:30,"Breaking into a house and stealing property worth 55,000 LKR",Burglary
80.636703,7.322436,Mawilmada,Aluthganthota Road,2023-08-01,,2023-08-03,,"Stealing property worth 110,000 LKR by a housemaid",Theft
80.636703,7.322436,Mawilmada,Near Sarana Child Orphanage,2023-07-27,16:30,2023-08-04,9:00,"Stealing 560,000 LKR worth of batteries from industrial equipment",Theft
80.628854,7.328358,Kahalla,,2023-08-02,,,,Abducting a 14-year-old girl,Abduction
80.600787,7.303278,Halloluwa,Ranawiru mawatha,2023-07-29,12:30,,,"Using fake checks worth 563,500 LKR to take gold",Fraud
80.646653,7.325929,Polgolla,Doragamuwa Road,2023-08-14,21:00,2023-08-17,14:00,"Stealing 165,000 LKR worth of vehicle parts",Theft
80.600787,7.303278,Halloluwa,Pallegama,2023-08-23,9:37,,,Cutting with a knife,Assault
80.622308,7.341378,Kalugalawaththa,,2023-07-08,,2023-07-09,4:30,"Breaking into a house and stealing property worth 71,000 LKR",Burglary
80.622308,7.341378,Kalugalawaththa,,2023-08-20,14:50,,,Disturbing police officers,ObstructionOfJustice
80.60994,7.334379,Ranawana,Samagi mawatha,2020-05-20,,2020-10-20,,"Using a fake check worth 950,000 LKR",Fraud
80.619722,7.314906,Ugurassapitiya,,2023-09-03,11:30,2023-09-04,5:30,Breaking into a house,Burglary
80.636703,7.322436,Mawilmada,Bomaluwa Road,2023-09-03,12:00,2023-09-03,16:00,"Breaking into a house and stealing property worth 80,000 LKR",Burglary
80.632454,7.329192,Nawayalathenna,Sahana Farm shop,2023-09-07,20:30,2023-09-08,6:15,"Breaking into a house and stealing property worth 131,960 LKR",Burglary
80.632454,7.329192,Nawayalathenna,,2023-09-07,18:30,2023-09-08,5:30,"Breaking into a house and stealing property worth 17,500 LKR",Burglary
80.633779,7.315139,Katugastota,Nawaloka Construction,2023-09-09,18:45,2023-09-10,8:40,"Breaking into a house and stealing property worth 225,000 LKR",Burglary
80.624283,7.323781,Katugastota,Manikkumbura,2023-09-16,5:37,2023-09-16,6:00,Stabbing and murdering,Murder
80.61142,7.321026,Kondadeniya,,2023-09-18,20:30,2023-09-18,21:10,"Breaking into a house and stealing property worth 93,000 LKR",Burglary
80.625742,7.325952,Katugastota,Madawala Road,2023-09-19,20:30,2023-09-20,5:30,"Breaking into a house and stealing property worth 2,996,000 LKR",Burglary
80.612965,7.304321,Gohagoda,Banwalgolla,2023-09-19,9:30,2023-09-19,18:20,"Breaking into a house and stealing property worth 175,000 LKR",Burglary
80.612965,7.304321,Hamangoda,,2023-09-07,,2023-09-19,23:00,"Breaking into a house and stealing property worth 159,400 LKR",Burglary
80.60994,7.334379,Ranawana,,2023-09-16,5:40,2023-09-18,8:45,"Breaking into a house and stealing property worth 294,125 LKR",Burglary
80.628027,7.320642,Wattaranthenna,,2023-09-17,9:57,,,"Stealing a blue gem worth 1,200,000 LKR by impersonating as policemen",Theft
80.615696,7.353901,Ambatenna,Bokalawela,2023-07-15,,2023-08-26,,"Breaking into a house and stealing property worth 960,000 LKR",Burglary
80.615696,7.353901,Ambatenna,Near Three Wheel Park,2023-09-27,16:15,,,Stabbing with a knife,Assault
80.617118,7.323072,Yatiwawala,,2023-07-01,,2023-08-22,,"Breaking into a house and stealing property worth 720,000 LKR",Burglary
80.640351,7.331616,Jambugahapitiya,Moonamale,2023-09-24,12:00,2023-09-24,13:00,Raping a 13yr old boy and using him for sexual misconduct,Rape
80.628027,7.320642,Wattaranthenna,,2023-06-10,2:50,,,"Stealing a three-wheel and property worth 818,000 LKR by showing a knife",Robbery
80.625742,7.325952,Katugastota,Dharmavijaya College,2023-10-06,14:20,2023-10-07,6:00,"Breaking into a house and stealing property worth 3,000 LKR and a lightning rod",Burglary
80.612965,7.304321,Gohagoda,,2023-10-07,21:00,2023-10-08,6:45,"Stealing a three-wheel worth 700,000 LKR",Theft
80.634771,7.311697,Katugastota,Near Keels,2023-10-11,15:40,,,"Stealing a bike worth 400,000 LKR and property worth 2,511,945 LKR",Theft
80.646653,7.325929,Polgolla,Polgollegama,2023-10-12,6:15,2023-10-12,15:30,"Breaking into a house and stealing property worth 45,500 LKR",Burglary
80.602024,7.324071,Wathuwala,,2023-10-11,,2023-10-14,,"Stealing a water pump worth 100,000 LKR",Theft
80.646653,7.325929,Polgolla,Doragamuwa Road poojitha Hardware,2023-10-13,14:00,2023-10-15,11:00,Breaking into a house and stealing property,Burglary
80.585494,7.328943,Nugawela,,2023-10-17,20:50,,,"Stealing 350,000 LKR by showing a knife",Theft
80.615696,7.353901,Kudugala,Waththegama Road,2023-10-26,17:00,2023-10-27,3:45,"Breaking into a house and stealing property worth 291,250 LKR",Burglary
80.622308,7.341378,Megodagama,Jayantha Shop,2023-10-29,18:00,2023-10-29,18:10,Harsh sexual misconduct on a 9yr old girl,Rape
80.625742,7.325952,Katugastota,Hospital,2023-10-25,18:15,,,"Stealing 70,750 LKR worth of gold and imitation jewelry",Theft
80.585467,7.345114,Rajapihilla,Ranawana,2023-11-06,21:30,2023-11-07,6:00,"Breaking into a house and stealing property worth 56,500 LKR",Burglary
80.602024,7.324071,Wathuwala,,2023-11-09,0:00,2023-11-09,4:00,"Breaking into a house and stealing property worth 615,000 LKR",Burglary
80.615696,7.353901,Ambatenna,Wood Workshop,2023-11-09,15:15,,,"Stealing iron worth 50,000 LKR",Theft
80.632454,7.329192,Nawayalathenna,,2023-11-12,13:45,,,"Ripping out a gold necklace worth 150,000 LKR",Theft
80.612965,7.304321,Hamangoda,,2023-11-13,14:05,,,Keeping heroin 10g 100mg,Drug
80.62368,7.321494,Katugastota,Polwaththa,2023-11-10,10:30,,,"Abduction, imprisonment, punching, kicking, beating with a wood, and cutting hair",Abduction
80.624283,7.323781,Katugastota,,2023-11-16,18:40,2023-11-17,5:35,"Breaking into a house and stealing property worth 62,571 LKR",Burglary
80.633779,7.315139,Nittawela,Kuda rathwaththe mawatha,2023-11-17,21:30,2023-11-18,5:30,"Breaking into a house and stealing property worth 40,000 LKR",Burglary
80.60994,7.334379,Uduwawala,Ahasliyadda,2023-11-27,21:30,2023-11-28,3:00,"Breaking into a house and stealing property worth 459,000 LKR",Burglary
80.625742,7.325952,Katugastota,Sampath Bank,2022-09-04,,2022-10-21,,"Breaking trust and taking 620,000 LKR by promising to give a visa and helping to migrate",Fraud
80.60994,7.334379,Uduwawala,,2023-10-20,20:23,,,Harsh sexual misconduct on a 15yr old girl,Rape
80.628027,7.320642,Katugastota,Kuda rathwaththe mawatha,2023-12-07,1:00,2023-12-07,2:00,"Breaking into a house and stealing property worth 873,860 LKR",Burglary
80.619722,7.314906,Ugurassapitiya,,2023-07-12,11:00,2023-07-12,15:30,"Breaking into a house and stealing property worth 18,000 LKR",Burglary
80.615696,7.353901,Ambatenna,,2023-12-16,11:00,2023-12-16,12:00,"Stealing property worth 60,000 LKR from a handbag of a woman",Theft
80.628854,7.328358,Kahalla,,2023-12-01,,,,Assaulting a 36-year-old married woman by her husband,Assault
80.628854,7.328358,Katugastota,Rivikirana Road,2023-12-21,5:20,2023-12-21,20:30,"Breaking into a house and stealing watches worth 1,000 euros",Burglary
80.600787,7.303278,Halloluwa,,2023-12-23,7:45,,,"Forcefully taking two cylinders worth 37,348 LKR",Robbery
80.625742,7.325952,Katugastota,Makuldeniya hotel,2023-12-23,16:40,,,"Causing damage worth 200,000 LKR to a car by a drunkard",Vandalism
80.600787,7.303278,Uggalla,,2023-12-23,7:30,,,"Entering land forcefully, threatening, and causing 280,000 LKR worth of damage to a motorcycle",Vandalism
80.615696,7.353901,Ambatenna,Bogasgoda ,2023-12-25,19:00,,,"Beating up and stealing 5,000 LKR",Assault
